section,feature_group,subgroup,key,value,elements,comment,source
Additional properties [ edit | edit source ],Addresses,"For countries using hamlet, subdistrict, district, province, state, county [ edit source ]",addr:state,user defined,node area,"The state of the object. For the US, uppercase two-letter postal abbreviations ( AK , CA , HI , NY , TX , WY , etc.) are used.",wikitable
Additional properties [ edit | edit source ],Addresses,"For countries using hamlet, subdistrict, district, province, state, county [ edit source ]",addr:county,user defined,node area,The county of the object.,wikitable
Additional properties [ edit | edit source ],Addresses,Tags for interpolation ways [ edit source ],addr:interpolation,all/even/odd/ alphabetic,way,How to interpolate the house numbers belonging to the way along the respective street. See detailed description .,wikitable
Additional properties [ edit | edit source ],Addresses,Tags for interpolation ways [ edit source ],addr:interpolation,Number n,way,Every n th house between the end nodes is represented by the interpolation way.,wikitable
Additional properties [ edit | edit source ],Addresses,Tags for interpolation ways [ edit source ],addr:inclusion,actual/estimate/potential,way,Optional tag to indicate the accuracy level of survey used to create the address interpolation way. See detailed description .,wikitable
Additional properties [ edit | edit source ],Annotations,,comment,*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,contact:email=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,contact:fax=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,contact:phone=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,contact:sms=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,contact:website=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,delivery:*=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,description=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,drive_through:*=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,email=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,fax=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,fixme=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,image=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,note=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,phone=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source=extrapolation,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source=historical,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source=image,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source=knowledge,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source=survey,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source=voice,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source:geometry=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source:name=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source:ref=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,source_ref=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,takeaway:*=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Annotations,,comment,wikipedia=*,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Additional properties [ edit | edit source ],Properties,,area,yes,area,Means a feature that is normally linear is an area. You should not add this to features that are already defined as an area type.,wikitable
Additional properties [ edit | edit source ],Properties,,brand,user defined,node area,Brand of the feature.,wikitable
Additional properties [ edit | edit source ],Properties,,bridge,yes / aqueduct / viaduct / cantilever / movable / covered / …,way,"A bridge, use together with the tag layer =* . Value yes is generic, or you can specialize.",wikitable
Additional properties [ edit | edit source ],Properties,,capacity,amount,,Used for specifying capacity of a facility.,wikitable
Additional properties [ edit | edit source ],Properties,,charge,amount,,Used for specifying how much is charged for use/access to a facility. See toll =* or fee =* .,wikitable
Additional properties [ edit | edit source ],Properties,,clothes,see key's page,,Tagged on shops and other features to denote if they sell clothes or not and what type of clothes they sell.,wikitable
Additional properties [ edit | edit source ],Properties,,covered,yes,,"Used to denote that a node, way or area is covered by another entity (or in some cases the ground), when the use of layers is inappropriate, or additional clarification is needed.",wikitable
Additional properties [ edit | edit source ],Properties,,crossing,no / traffic_signals / uncontrolled / island / unmarked,,Further refinement for nodes already tagged with highway = crossing or railway = crossing,wikitable
Additional properties [ edit | edit source ],Properties,,crossing:island,yes / no,,Specifies whether a pedestrian crossing has a refuge island,wikitable
Additional properties [ edit | edit source ],Properties,,cutting,yes / left / right,,A cut in the land to carry a road or tram. Mostly in hilly landscape. See Cutting on Wikipedia,wikitable
Additional properties [ edit | edit source ],Properties,,disused,yes,,"For features that are useful for navigation, yet are unused. See abandoned =* if infrastructure is removed.",wikitable
Additional properties [ edit | edit source ],Properties,,drinking_water,yes / no,,Describes whether a drinking water is available,wikitable
Additional properties [ edit | edit source ],Properties,,drive_through,yes / no,,"Used to indicate if a pharmacy, bank, atm, or fast_food, or post_box offers drive_thru service. drive_through =* is different than drive_in =*",wikitable
Additional properties [ edit | edit source ],Properties,,drive_in,yes / no,,Used to indicate if a cinema is a drive-in cinema or a restaurant offers drive-in service. drive_in =* is different than drive_through =*,wikitable
Additional properties [ edit | edit source ],Properties,,electrified,contact_line / rail,,Indicates infrastructure to supply vehicles with electricity on rail tracks,wikitable
Additional properties [ edit | edit source ],Properties,,ele,Number,,"Elevation (also known as altitude or height) above mean sea level in metre, based on geoid model EGM 96 which is used by WGS 84 ( GPS ). (see also Altitude )",wikitable
Additional properties [ edit | edit source ],Properties,,embankment,yes,,"A raised bank to carry a road, railway, or canal across a low-lying or wet area. See Embankment on Wikipedia",wikitable
Additional properties [ edit | edit source ],Properties,,end_date,Date,,Date feature was removed,wikitable
Additional properties [ edit | edit source ],Properties,,energy_class [en],code,,An energy class of the feature,wikitable
Additional properties [ edit | edit source ],Properties,,est_width,Number,,A rough guess of the width of way in metres,wikitable
Additional properties [ edit | edit source ],Properties,,fee,yes / no,,Used for specifying whether fee is charged for use/access to a facility. See also toll =* .,wikitable
Additional properties [ edit | edit source ],Properties,,fire_object:type,poo / szo,,Potentially dangerous and socially significant objects,wikitable
Additional properties [ edit | edit source ],Properties,,fire_operator,Name,,"Fire station, which serves the object",wikitable
Additional properties [ edit | edit source ],Properties,,fire_rank,1bis / 2 to 5,area,"Rank fire, defined for a particular object",wikitable
Additional properties [ edit | edit source ],Properties,,frequency,Number,,Frequency in Hz,wikitable
Additional properties [ edit | edit source ],Properties,,gutter [en],yes/no,,Presence of the gutter,wikitable
Additional properties [ edit | edit source ],Properties,,hazard,see hazard,,Indicates of the hazards.,wikitable
Additional properties [ edit | edit source ],Properties,,hot_water,yes / no,,Describes whether a hot water is available,wikitable
Additional properties [ edit | edit source ],Properties,,inscription,User Defined,,"The full text of inscriptions, which can be found on buildings, memorials and other objects.",wikitable
Additional properties [ edit | edit source ],Properties,,internet_access,yes / wired / wlan / terminal / no,,"This tag is for indication that a map entity such as a building, a shop, restaurant, etc. offers internet access to the public, either as a paid service or even for free.",wikitable
Additional properties [ edit | edit source ],Properties,,layer,-5 to 5,,"0: ground (default); -1..-5:under ground layer; 1..5 (not +1):above ground layer This is intended to indicate actual physical separation, shouldn't be used just to influence rendering order.",wikitable
Additional properties [ edit | edit source ],Properties,,leaf_cycle,evergreen / deciduous / semi_evergreen / semi_deciduous / mixed,,Describes the phenology of leaves,wikitable
Additional properties [ edit | edit source ],Properties,,leaf_type,broadleaved / needleleaved / mixed / leafless,area,Describes the type of leaves,wikitable
